vessel_id,vessel_name,vessel_type,vessel_age,gross_tonnage,engine_type,flag_state,operator_company,last_inspection_date,compliance_status,policy_id,previous_premium,past_claims_count,total_claim_amount,claim_reason,last_claim_date,policy_coverage,timestamp,latitude,longitude,speed_knots,course_degrees,destination,port_of_departure,next_port,region,piracy_risk,war_zone_risk,historical_piracy_incidents,historical_collision_incidents,marine_traffic_density,weather_condition,wave_height_m,wind_speed_knots,sea_temperature_C,storm_risk_score,crew_experience_avg_years,safety_incidents_last_5yrs,maintenance_frequency,emergency_response_time,insurance_premium_pred,risk_category
VSL-1070,Estonia,Fishing,43,120048.69,Gas Turbine,Italy,MOL,29-03-2002,True,POL-5070,286093.59,8,581226.5,Collision,08-04-2007,577439.59,13-08-2010,69.365029,-3.856168,26.87,238,Port_33,Port_20,Port_44,Pacific,0.96,0.45,19.0,35,40,Clear,11.9,88.41,18.12,6.35,31.44,6,2.66,48.01,232117.05,Low
VSL-1071,Titanic,Fishing,23,153288.88,Hybrid,Panama,Evergreen,07-07-2010,True,POL-5071,490856.05,6,631801.15,Explosion,10-08-2011,1673729.61,24-09-2011,41.7,-49.9,20.54,210,Port_6,Port_21,Port_5,Atlantic,0.05,0.1,0.0,29,97,Stormy,8.31,21.56,21.05,8.5,30.35,15,8.17,18.01,675018.93,Low
VSL-1072,Empress of Ireland,LNG Carrier,40,8807.7,Steam,Russia,ExxonMobil,19-09-2006,True,POL-5072,649627.98,2,1145106.82,Structural Failure,01-02-2001,2681974.54,09-10-2006,-67.363114,-10.274667,27.18,57,Port_21,Port_26,Port_22,Pacific,0.72,0.89,31.0,39,85,Foggy,6.41,66.29,25.88,1.895,32.4,13,8.24,1.23,528307.45,Low
VSL-1073,Bulgaria,Bulk Carrier,15,93347.16,Steam,Japan,MSC,23-10-2000,False,POL-5073,120393.83,15,258432.58,Structural Failure,06-10-2002,455487.99,03-04-2007,81.08565,7.196039,27.65,20,Port_47,Port_28,Port_2,Arctic,0.99,0.74,22.0,22,10,Stormy,4.87,20.02,5.96,2.145,34.68,18,3.96,19.63,176443.08,Medium
VSL-1074,Estonia,Fishing,17,121182.55,Steam,Norway,COSCO,19-01-2010,True,POL-5074,271404.59,14,559223.97,Structural Failure,16-05-2017,796324.49,17-11-2010,12.5,112.5,1.51,236,Port_16,Port_1,Port_5,South China Sea,0.5,0.6,15.0,44,16,Rainy,13.53,86.68,23.04,3.5,26.07,5,5.76,3.6,284493.95,Medium
VSL-1075,Estonia,Cargo,45,235019.9,Hybrid,Norway,Evergreen,21-07-2008,True,POL-5075,395069.57,15,864576.24,Structural Failure,16-12-2003,993129.16,11-03-2007,-1.783797,-76.08764,28.97,165,Port_22,Port_32,Port_16,Atlantic,0.1,0.1,3.0,3,74,Foggy,12.38,60.37,20.13,8.5,35.33,16,1.82,18.42,359958.87,Low
VSL-1076,Herald of Free Enterprise,Passenger,48,192982.67,Steam,USA,White Star Line,28-08-2002,False,POL-5076,619328.93,18,796101.55,Fire,23-03-2018,2807703.09,19-10-2006,37.5,15.0,17.2,101,Port_16,Port_14,Port_13,Mediterranean,0.15,0.2,5.0,30,50,Rainy,4.45,49.05,5.82,4.0,25.67,11,11.29,55.07,663578.74,High
VSL-1077,Estonia,Ferry,20,97203.81,Hybrid,Norway,Maersk,14-09-2010,True,POL-5077,222260.93,20,126171.98,Collision,13-11-2007,639866.51,15-02-2010,37.5,15.0,2.85,33,Port_3,Port_8,Port_22,Mediterranean,0.15,0.2,5.0,13,18,Hurricane,2.19,97.16,9.38,4.0,22.09,6,6.4,7.84,279850.11,Low
VSL-1078,Costa Concordia,Bulk Carrier,40,206732.62,Diesel,Japan,Carnival,06-08-2002,False,POL-5078,252893.64,14,296378.84,Hull Breach,21-06-2010,1190072.72,29-06-2000,12.5,112.5,1.99,264,Port_30,Port_13,Port_48,Mediterranean,0.15,0.1,0.0,1,29,Snowy,1.81,58.51,29.28,4.0,28.93,12,11.28,28.33,305658.37,Low
VSL-1079,Bulgaria,Oil Tanker,13,207633.93,Gas Turbine,Norway,MSC,18-02-2007,True,POL-5079,793261.3,12,667434.96,Fire,21-03-2002,2524794.95,10-02-2019,-83.894715,93.626165,28.99,101,Port_36,Port_11,Port_48,Pacific,0.94,0.55,1.0,35,7,Snowy,7.43,53.08,23.12,3.875,37.38,14,3.1,23.46,1045360.39,High
VSL-1080,Exxon Valdez,Cargo,16,13000.3,Gas Turbine,China,ExxonMobil,30-07-2005,True,POL-5080,341500.44,11,537115.32,Fire,13-01-2014,1638219.4,16-02-2002,5.0,70.0,19.54,268,Port_3,Port_5,Port_41,Pacific,0.1,0.1,0.0,28,76,Rainy,1.0,12.34,27.96,7.0,22.76,18,5.99,42.61,423328.99,Low
VSL-1081,Prestige,Cruise,20,169868.99,Gas Turbine,Japan,BP,14-11-2008,True,POL-5081,747730.64,6,1534870.77,Hull Breach,08-04-2002,2949206.15,13-06-2004,42.0,-9.0,25.01,83,Port_8,Port_41,Port_29,Atlantic,0.1,0.1,0.0,31,6,Foggy,10.97,81.66,11.68,7.5,14.64,8,8.25,31.35,926001.66,High
VSL-1082,Sewol,Cargo,9,59309.43,Steam,China,Maersk,20-02-2004,True,POL-5082,734202.64,11,438548.5,Hull Breach,07-03-2017,3330938.71,20-05-2015,34.0,125.0,25.2,32,Port_43,Port_2,Port_34,Yellow Sea,0.1,0.2,0.0,18,31,Hurricane,9.27,30.13,29.61,5.0,22.95,11,9.65,25.76,915708.59,High
VSL-1083,Costa Concordia,LNG Carrier,31,193974.27,Diesel,China,BP,17-08-2001,True,POL-5083,365038.4,11,190427.06,Structural Failure,02-08-2005,1669143.29,16-05-2004,12.5,112.5,5.54,129,Port_24,Port_28,Port_20,Mediterranean,0.15,0.1,0.0,44,52,Hurricane,6.42,80.32,18.52,4.0,21.74,17,1.44,8.94,533709.84,Medium
VSL-1084,Herald of Free Enterprise,Bulk Carrier,33,199788.09,Hybrid,Panama,MSC,21-07-2011,True,POL-5084,123966.27,6,151108.04,Explosion,21-09-2018,287044.21,12-01-2006,12.5,112.5,15.87,50,Port_7,Port_3,Port_31,South China Sea,0.5,0.6,15.0,18,82,Hurricane,13.68,51.59,25.18,3.5,31.8,1,5.44,40.77,123125.44,Medium
VSL-1085,Bulgaria,Cruise,47,228206.86,Hybrid,Italy,MSC,27-09-2009,True,POL-5085,262506.88,14,543740.13,Explosion,09-03-2017,892469.25,04-09-2001,24.377754,70.819551,2.34,228,Port_50,Port_38,Port_45,Arctic,0.04,0.7,42.0,31,13,Foggy,10.79,82.57,9.76,1.135,19.48,8,8.34,55.84,276844.0,Low
VSL-1086,Prestige,Passenger,11,209520.78,Steam,USA,White Star Line,22-07-2009,True,POL-5086,195677.18,6,482565.46,Hull Breach,25-10-2009,789667.4,22-05-2008,42.0,-9.0,14.41,173,Port_39,Port_38,Port_7,Atlantic,0.1,0.1,0.0,1,85,Foggy,10.81,30.4,0.29,7.5,14.69,3,10.71,51.9,293173.54,High
VSL-1087,Costa Concordia,Ferry,30,47692.43,Gas Turbine,Panama,MOL,23-08-2006,False,POL-5087,307192.52,13,280855.19,Structural Failure,02-02-2004,1152461.89,23-02-2001,12.5,112.5,13.64,337,Port_7,Port_1,Port_42,Mediterranean,0.15,0.1,0.0,10,45,Stormy,5.02,34.06,23.4,4.0,31.06,2,11.89,17.79,431323.93,Medium
VSL-1088,Empress of Ireland,Bulk Carrier,7,187031.87,Steam,Italy,Carnival,23-07-2012,True,POL-5088,556350.29,18,628267.72,Collision,11-07-2006,1151027.69,31-03-2017,5.0,70.0,5.01,74,Port_22,Port_6,Port_18,Indian Ocean,0.7,0.4,25.0,34,71,Rainy,8.34,97.77,-1.47,8.0,1.55,1,10.28,26.3,703138.85,Low
VSL-1089,Estonia,Cruise,15,218701.55,Hybrid,UK,Evergreen,15-05-2008,False,POL-5089,589378.02,0,1376256.21,Piracy,11-05-2009,2018020.24,16-08-2012,-34.441747,155.569452,12.62,129,Port_14,Port_40,Port_20,Arctic,0.58,0.2,26.0,41,62,Rainy,8.05,43.37,19.61,0.99,15.11,16,9.08,48.82,503467.71,Low
VSL-1090,Estonia,Oil Tanker,38,131256.18,Steam,Panama,BP,19-07-2010,True,POL-5090,320655.43,4,711690.26,Sinking,22-03-2002,1281574.71,29-04-2001,37.5,15.0,20.19,308,Port_47,Port_17,Port_43,Mediterranean,0.15,0.2,5.0,45,93,Foggy,10.8,35.19,4.61,4.0,11.21,4,4.07,34.67,386961.46,Medium
VSL-1091,Estonia,Passenger,27,173374.43,Diesel,UK,Carnival,04-12-2000,False,POL-5091,505971.27,8,984648.61,Explosion,12-09-2017,1746778.29,17-08-2017,37.5,15.0,20.41,296,Port_43,Port_28,Port_29,Mediterranean,0.15,0.2,5.0,48,61,Clear,10.57,50.56,14.54,4.0,21.67,1,11.89,47.4,500411.23,Medium
VSL-1092,Costa Concordia,Fishing,37,56701.57,Gas Turbine,Germany,BP,29-10-2006,False,POL-5092,260643.8,3,256847.97,Hull Breach,03-09-2001,1063859.91,25-02-2005,42.3,10.9,16.15,41,Port_29,Port_26,Port_27,Mediterranean,0.15,0.1,0.0,14,36,Clear,13.19,72.87,27.42,4.0,29.83,6,2.62,49.22,249128.52,Low
VSL-1093,Empress of Ireland,Ferry,8,105018.53,Gas Turbine,China,BP,17-12-2011,False,POL-5093,445722.13,20,408686.62,Fire,17-08-2000,2075557.85,17-11-2010,5.0,70.0,14.88,297,Port_34,Port_14,Port_30,Indian Ocean,0.7,0.4,25.0,31,56,Rainy,0.81,47.51,28.4,8.0,8.69,15,4.96,23.09,402121.11,Medium
VSL-1094,Estonia,Bulk Carrier,9,236070.75,Hybrid,South Korea,ExxonMobil,25-10-2001,True,POL-5094,571727.27,20,310920.85,Hull Breach,03-02-2008,2330333.37,27-11-2000,5.0,70.0,26.07,283,Port_2,Port_39,Port_43,Indian Ocean,0.7,0.4,25.0,16,3,Stormy,2.53,8.86,11.42,8.0,30.18,11,6.01,32.7,618287.16,Medium
VSL-1095,Titanic,Fishing,22,103369.91,Gas Turbine,Russia,BP,26-08-2008,True,POL-5095,722189.03,14,781970.61,Collision,24-03-2018,2495206.55,03-07-2004,41.7,-49.9,14.09,4,Port_49,Port_16,Port_41,Atlantic,0.05,0.1,0.0,23,98,Rainy,2.98,22.54,19.93,8.5,9.25,16,3.88,5.4,827448.21,Low
VSL-1096,Titanic,Cruise,17,223115.33,Steam,South Korea,Maersk,23-04-2011,False,POL-5096,591974.25,19,778147.52,Storm Damage,14-02-2018,2772611.15,02-10-2000,41.7,-49.9,5.71,218,Port_39,Port_23,Port_35,Atlantic,0.05,0.1,0.0,35,21,Hurricane,3.65,23.04,27.36,8.5,20.94,19,4.76,28.93,639902.83,Low
VSL-1097,Estonia,Fishing,35,117327.75,Gas Turbine,USA,Carnival,11-06-2011,False,POL-5097,694694.3,19,848564.72,Sinking,15-04-2013,2695593.02,14-10-2007,-46.434386,-157.841259,6.93,291,Port_25,Port_32,Port_43,Pacific,0.33,0.76,4.0,25,59,Stormy,8.34,24.72,0.85,4.3,4.7,10,10.18,17.54,845334.44,High
VSL-1098,Bulgaria,Fishing,27,202206.66,Steam,Japan,Maersk,17-12-2008,False,POL-5098,581885.41,0,608246.99,Piracy,13-03-2001,2634789.6,17-08-2001,-37.39652,-89.309257,1.07,115,Port_29,Port_46,Port_48,Atlantic,0.1,0.1,3.0,44,94,Clear,10.15,57.28,13.25,8.5,15.06,12,3.36,2.78,740600.64,High
VSL-1099,Empress of Ireland,Oil Tanker,49,144894.92,Diesel,South Korea,White Star Line,30-01-2002,True,POL-5099,556416.72,10,1238527.63,Fire,21-04-2017,1951912.28,27-05-2004,-54.847275,68.799294,23.71,23,Port_15,Port_28,Port_14,Atlantic,0.1,0.1,3.0,21,12,Rainy,1.11,88.06,0.33,8.5,10.38,17,10.14,28.8,478271.81,High
VSL-1100,Empress of Ireland,Passenger,42,7203.23,Gas Turbine,UK,Evergreen,22-11-2003,False,POL-5100,277235.77,1,551197.93,Grounding,19-05-2009,1202403.14,21-10-2000,-71.09524,-15.255441,20.55,188,Port_13,Port_21,Port_24,Atlantic,0.1,0.1,3.0,9,32,Hurricane,11.07,81.91,18.36,8.5,27.0,13,11.32,29.07,382157.84,Low
VSL-1101,Sewol,LNG Carrier,19,122032.76,Gas Turbine,China,Carnival,20-03-2005,False,POL-5101,112278.78,16,116096.08,Sinking,02-03-2013,442754.66,09-05-2012,34.0,125.0,18.33,322,Port_10,Port_26,Port_43,Yellow Sea,0.1,0.2,0.0,37,85,Stormy,14.27,49.95,23.57,5.0,4.65,16,4.92,6.24,114247.47,High
VSL-1102,Exxon Valdez,Oil Tanker,39,92845.89,Gas Turbine,Japan,COSCO,09-03-2011,True,POL-5102,783285.85,6,1730331.92,Grounding,28-09-2010,3030183.5,10-09-2018,60.9,-146.9,3.05,106,Port_41,Port_9,Port_34,Pacific,0.1,0.1,0.0,3,14,Stormy,10.57,4.14,25.1,7.0,30.4,0,2.81,8.57,871070.87,Low
VSL-1103,Titanic,Passenger,16,146398.97,Hybrid,Panama,MSC,13-12-2004,True,POL-5103,544044.53,1,522417.42,Explosion,30-01-2010,2210273.3,07-06-2010,37.5,15.0,15.34,295,Port_5,Port_26,Port_43,Atlantic,0.05,0.1,0.0,33,5,Snowy,12.87,64.87,22.85,8.5,38.86,5,3.26,9.34,636923.65,Medium
VSL-1104,Sewol,Oil Tanker,27,234316.36,Gas Turbine,Russia,COSCO,09-03-2006,False,POL-5104,370949.65,10,738967.02,Piracy,30-07-2010,1367490.15,25-03-2002,34.0,125.0,6.65,102,Port_34,Port_43,Port_36,Yellow Sea,0.1,0.2,0.0,1,93,Stormy,7.07,51.11,11.78,5.0,12.04,15,1.3,12.11,490976.89,Low
VSL-1105,Deepwater Horizon,LNG Carrier,9,24656.87,Hybrid,Norway,Maersk,22-05-2002,True,POL-5105,463022.61,18,688621.33,Collision,29-04-2009,2267147.38,13-08-2005,28.7,-88.4,20.65,10,Port_28,Port_27,Port_36,Gulf of Mexico,0.2,0.3,0.0,36,46,Hurricane,11.42,54.65,2.7,9.0,36.81,5,1.63,8.91,455724.87,High
VSL-1106,Prestige,Fishing,10,80478.26,Diesel,UK,Carnival,29-01-2008,True,POL-5106,694192.94,3,1029409.25,Structural Failure,06-05-2014,2988770.53,03-10-2008,42.0,-9.0,26.95,252,Port_34,Port_7,Port_29,Atlantic,0.1,0.1,0.0,35,75,Foggy,13.8,74.15,4.22,7.5,21.49,19,4.24,10.44,770017.79,Low
VSL-1107,Herald of Free Enterprise,Cargo,30,132235.82,Gas Turbine,China,ExxonMobil,06-08-2012,True,POL-5107,533989.82,16,1107202.78,Piracy,28-07-2008,1895355.13,23-03-2018,12.5,112.5,20.74,321,Port_39,Port_13,Port_31,South China Sea,0.5,0.6,15.0,49,44,Foggy,8.88,86.37,13.69,3.5,22.0,20,6.12,6.31,695214.54,Medium
VSL-1108,Bulgaria,Fishing,36,41721.7,Gas Turbine,USA,COSCO,29-04-2010,True,POL-5108,163636.14,1,169058.41,Piracy,17-12-2014,688840.46,06-06-2001,5.0,70.0,1.23,1,Port_10,Port_37,Port_27,Indian Ocean,0.7,0.4,25.0,16,7,Foggy,13.56,48.26,23.01,8.0,37.33,19,2.57,59.88,243957.07,Low
VSL-1109,Herald of Free Enterprise,Fishing,40,142248.03,Diesel,Russia,COSCO,26-10-2012,True,POL-5109,570065.92,0,1128140.39,Piracy,19-08-2005,2129132.7,28-10-2001,5.0,70.0,10.68,30,Port_28,Port_29,Port_3,Indian Ocean,0.7,0.4,25.0,48,5,Hurricane,1.36,98.13,8.83,8.0,15.35,5,11.01,46.96,588105.89,Medium
VSL-1110,Exxon Valdez,Bulk Carrier,47,170065.04,Hybrid,UK,MOL,21-12-2012,False,POL-5110,446249.45,7,314568.32,Structural Failure,09-06-2002,1738275.58,26-01-2001,60.9,-146.9,22.28,223,Port_6,Port_25,Port_33,Pacific,0.1,0.1,0.0,40,65,Rainy,3.49,28.39,20.29,7.0,9.65,7,6.66,54.59,642855.47,High
VSL-1111,Herald of Free Enterprise,Cruise,13,99420.44,Gas Turbine,South Korea,Maersk,10-07-2013,True,POL-5111,701260.19,12,568723.45,Explosion,26-05-2016,3399969.11,22-05-2008,5.0,70.0,16.33,105,Port_9,Port_8,Port_44,Indian Ocean,0.7,0.4,25.0,35,66,Foggy,10.68,81.06,6.55,8.0,13.38,12,3.13,3.42,764543.32,High
VSL-1112,Titanic,Cargo,7,117111.74,Diesel,Panama,MSC,03-04-2009,True,POL-5112,232796.84,10,194970.5,Sinking,07-05-2001,613290.35,22-01-2011,41.7,-49.9,0.64,321,Port_20,Port_34,Port_42,Atlantic,0.05,0.1,0.0,14,82,Snowy,14.54,41.93,27.03,8.5,14.32,10,2.49,1.38,281168.2,Low
VSL-1113,Prestige,Ferry,48,16313.82,Gas Turbine,Italy,ExxonMobil,10-10-2007,True,POL-5113,134409.64,15,170820.76,Piracy,05-06-2003,445919.83,01-01-2015,42.0,-9.0,21.25,297,Port_13,Port_4,Port_29,Atlantic,0.1,0.1,0.0,14,26,Clear,10.39,3.0,28.39,7.5,11.24,1,4.47,36.58,124620.68,High
VSL-1114,Deepwater Horizon,Cruise,15,46800.57,Diesel,Italy,BP,25-05-2009,False,POL-5114,511329.5,1,860615.53,Collision,18-03-2018,1795115.25,16-02-2019,28.7,-88.4,20.87,132,Port_25,Port_32,Port_4,Gulf of Mexico,0.2,0.3,0.0,46,4,Hurricane,4.85,67.95,7.91,9.0,13.41,18,9.08,24.79,551075.65,High
VSL-1115,Exxon Valdez,Cargo,50,64587.59,Diesel,UK,White Star Line,20-05-2008,True,POL-5115,353608.39,8,784963.46,Piracy,27-09-2009,1257046.34,27-05-2016,60.9,-146.9,9.72,169,Port_26,Port_12,Port_30,Pacific,0.1,0.1,0.0,13,40,Stormy,2.85,19.28,14.76,7.0,22.48,6,7.28,56.8,475227.86,Medium
VSL-1116,Empress of Ireland,Cruise,37,101530.41,Diesel,Germany,MOL,19-10-2008,False,POL-5116,686028.32,3,516959.04,Explosion,26-06-2009,1924024.64,24-06-2011,12.5,112.5,16.75,275,Port_11,Port_26,Port_9,South China Sea,0.5,0.6,15.0,36,80,Stormy,2.15,29.29,3.75,3.5,5.67,4,1.85,15.63,750207.05,High
VSL-1117,Deepwater Horizon,Bulk Carrier,10,159212.64,Gas Turbine,Norway,White Star Line,21-11-2006,False,POL-5117,658290.62,19,1219500.09,Hull Breach,24-06-2006,1549719.31,14-04-2015,5.0,70.0,18.23,198,Port_50,Port_1,Port_42,Gulf of Mexico,0.2,0.3,0.0,16,11,Stormy,11.85,65.02,-0.54,9.0,11.02,2,4.83,53.64,643183.46,High
VSL-1118,Empress of Ireland,Bulk Carrier,8,7357.1,Steam,Panama,White Star Line,11-04-2002,False,POL-5118,383817.86,16,500048.03,Explosion,29-12-2013,1115144.26,27-02-2015,-69.692805,75.158027,2.24,354,Port_29,Port_25,Port_32,Atlantic,0.1,0.1,3.0,25,48,Foggy,13.3,96.34,17.07,8.5,33.23,16,3.89,7.14,449539.15,Medium
VSL-1119,Bulgaria,LNG Carrier,50,225384.99,Gas Turbine,USA,White Star Line,15-01-2005,False,POL-5119,779197.29,16,846049.77,Hull Breach,05-11-2007,1983486.92,23-04-2012,28.464685,0.087139,5.68,357,Port_8,Port_39,Port_43,Arctic,0.71,0.83,47.0,48,89,Rainy,7.54,11.1,0.62,0.38,2.61,15,2.37,17.59,950886.72,Low
VSL-1120,Costa Concordia,Bulk Carrier,15,35283.42,Steam,Germany,White Star Line,14-05-2012,True,POL-5120,307804.59,3,563867.01,Collision,21-12-2016,1525985.85,04-05-2004,42.3,10.9,19.39,64,Port_45,Port_44,Port_6,Mediterranean,0.15,0.1,0.0,47,88,Rainy,8.53,29.17,12.15,4.0,32.4,8,6.27,33.41,431645.91,Low
VSL-1121,Titanic,Passenger,30,37848.43,Diesel,Germany,COSCO,24-11-2007,True,POL-5121,254201.55,8,292068.01,Structural Failure,15-01-2001,815911.43,29-10-2013,12.5,112.5,25.53,101,Port_31,Port_43,Port_46,Atlantic,0.05,0.1,0.0,34,42,Stormy,1.38,39.07,29.03,8.5,38.01,10,1.11,56.05,254612.22,High
VSL-1122,Prestige,Ferry,15,120045.97,Steam,China,COSCO,11-09-2011,True,POL-5122,390822.59,17,949933.06,Piracy,09-09-2002,1557030.52,13-06-2009,42.0,-9.0,2.94,276,Port_3,Port_13,Port_30,Atlantic,0.1,0.1,0.0,50,69,Clear,10.59,68.34,2.52,7.5,12.29,1,6.46,29.86,431453.84,Medium
VSL-1123,Titanic,Passenger,7,168446.76,Hybrid,China,COSCO,04-07-2001,False,POL-5123,292604.64,17,705238.4,Collision,26-09-2016,625163.05,08-02-2012,5.0,70.0,18.46,295,Port_45,Port_30,Port_17,Atlantic,0.05,0.1,0.0,38,46,Hurricane,6.32,47.09,20.14,8.5,3.94,17,5.06,19.56,275793.65,High
VSL-1124,Costa Concordia,Ferry,45,56646.42,Steam,China,BP,09-11-2005,True,POL-5124,407106.92,15,865862.6,Piracy,22-11-2018,1221769.6,06-11-2004,42.3,10.9,8.37,355,Port_11,Port_24,Port_35,Mediterranean,0.15,0.1,0.0,39,79,Clear,13.34,89.93,12.12,4.0,18.6,6,5.29,11.8,373816.44,Low
VSL-1125,Bulgaria,Bulk Carrier,45,211334.52,Steam,Panama,Carnival,02-03-2005,True,POL-5125,444101.19,19,245173.77,Explosion,28-03-2015,1957984.37,17-07-2015,37.5,15.0,20.61,300,Port_13,Port_9,Port_46,Mediterranean,0.15,0.2,5.0,24,96,Snowy,2.01,84.23,27.64,4.0,5.76,10,9.71,16.05,461330.81,High
VSL-1126,Titanic,Bulk Carrier,45,201679.5,Gas Turbine,UK,ExxonMobil,21-04-2000,False,POL-5126,556980.32,16,1222437.19,Grounding,05-08-2015,2623860.57,26-11-2015,41.7,-49.9,9.84,83,Port_12,Port_33,Port_13,Atlantic,0.05,0.1,0.0,15,88,Rainy,4.99,56.76,19.53,8.5,21.38,4,2.25,18.25,776316.94,Medium
VSL-1127,Deepwater Horizon,LNG Carrier,24,107850.64,Steam,Russia,Carnival,20-09-2002,True,POL-5127,184272.41,7,105313.38,Grounding,11-02-2005,821606.55,27-06-2005,28.7,-88.4,16.3,269,Port_14,Port_35,Port_50,Gulf of Mexico,0.2,0.3,0.0,6,95,Stormy,9.61,27.87,12.44,9.0,37.63,0,11.44,15.84,256754.2,High
VSL-1128,Estonia,Cruise,38,151324.1,Hybrid,Russia,Carnival,10-10-2009,True,POL-5128,490075.62,18,556930.78,Collision,29-12-2006,2308322.26,07-06-2004,37.5,15.0,20.12,347,Port_49,Port_47,Port_39,Mediterranean,0.15,0.2,5.0,10,46,Hurricane,4.3,42.0,23.17,4.0,30.07,14,8.78,31.88,523393.2,High
VSL-1129,Prestige,Oil Tanker,6,202725.45,Steam,South Korea,Carnival,06-02-2013,False,POL-5129,279590.28,15,679961.55,Piracy,21-02-2016,1300159.61,11-10-2015,42.0,-9.0,22.35,35,Port_36,Port_3,Port_27,Atlantic,0.1,0.1,0.0,26,79,Clear,5.11,32.43,24.84,7.5,29.98,3,7.86,38.71,274076.05,Low
VSL-1130,Empress of Ireland,Cargo,27,169908.79,Gas Turbine,USA,MSC,29-02-2008,False,POL-5130,109554.04,14,201499.26,Piracy,08-10-2018,442854.82,04-12-2004,37.5,15.0,6.85,237,Port_2,Port_50,Port_38,Mediterranean,0.15,0.2,5.0,0,22,Clear,7.35,26.02,13.11,4.0,31.18,19,11.93,34.26,151336.75,Low
VSL-1131,Empress of Ireland,LNG Carrier,17,236164.94,Hybrid,UK,MOL,11-07-2013,False,POL-5131,257626.0,7,139609.54,Sinking,10-10-2015,630007.94,24-06-2009,5.0,70.0,2.36,83,Port_24,Port_47,Port_50,Indian Ocean,0.7,0.4,25.0,21,53,Rainy,2.96,66.19,7.26,8.0,23.64,9,10.99,28.44,216175.05,Low
VSL-1132,Sewol,Bulk Carrier,21,39793.4,Hybrid,Germany,Carnival,29-09-2012,True,POL-5132,778252.35,17,1229939.9,Fire,24-04-2001,3249486.94,21-06-2006,34.0,125.0,20.36,71,Port_3,Port_17,Port_29,Yellow Sea,0.1,0.2,0.0,39,100,Stormy,9.59,18.78,-0.06,5.0,37.0,5,1.94,28.51,659259.73,High
VSL-1133,Deepwater Horizon,Passenger,47,5801.65,Steam,Germany,White Star Line,18-05-2001,False,POL-5133,177856.06,2,403276.24,Fire,18-11-2016,544901.04,20-11-2008,28.7,-88.4,19.25,5,Port_11,Port_5,Port_11,Gulf of Mexico,0.2,0.3,0.0,12,43,Foggy,7.66,70.38,22.85,9.0,18.13,2,11.85,16.79,257880.85,Medium
VSL-1134,Prestige,Cargo,37,31878.97,Gas Turbine,South Korea,ExxonMobil,27-08-2001,True,POL-5134,188005.56,11,433719.43,Fire,21-07-2018,881104.5,21-03-2017,42.0,-9.0,12.35,56,Port_40,Port_7,Port_35,Atlantic,0.1,0.1,0.0,19,83,Snowy,7.69,1.97,19.11,7.5,20.7,13,6.76,25.91,221377.42,High
VSL-1135,Titanic,Cargo,10,118628.14,Steam,USA,Evergreen,05-02-2005,True,POL-5135,583774.75,10,844638.08,Fire,02-11-2007,1207758.74,27-03-2007,41.7,-49.9,18.66,151,Port_25,Port_48,Port_42,Atlantic,0.05,0.1,0.0,25,81,Foggy,4.26,70.39,0.1,8.5,7.49,19,3.47,44.6,558384.68,High
VSL-1136,Prestige,Cargo,34,185393.33,Diesel,USA,White Star Line,06-01-2004,False,POL-5136,100168.88,1,166209.79,Sinking,04-05-2018,326857.97,01-11-2009,42.0,-9.0,27.88,73,Port_18,Port_26,Port_39,Atlantic,0.1,0.1,0.0,15,79,Foggy,14.02,32.9,-1.05,7.5,7.26,17,8.31,57.85,99213.25,High
VSL-1137,Sewol,LNG Carrier,36,78811.04,Gas Turbine,Norway,Evergreen,10-10-2012,True,POL-5137,569464.04,7,821239.64,Collision,26-06-2008,2287645.1,11-01-2003,37.5,15.0,28.91,216,Port_41,Port_34,Port_36,Yellow Sea,0.1,0.2,0.0,50,21,Rainy,2.59,61.75,6.07,5.0,20.14,10,5.34,54.6,707239.85,Medium
VSL-1138,Estonia,Cruise,37,60834.29,Hybrid,South Korea,White Star Line,21-05-2006,False,POL-5138,430683.99,11,233809.45,Structural Failure,27-02-2011,1558408.4,01-01-2019,-70.293174,66.63089,1.32,317,Port_37,Port_4,Port_8,Arctic,0.57,0.62,34.0,0,42,Stormy,12.38,24.3,29.85,0.57,5.04,14,3.64,30.25,501264.27,Low
VSL-1139,Estonia,Oil Tanker,38,26603.69,Steam,China,Carnival,09-04-2007,True,POL-5139,460876.24,12,740647.47,Explosion,25-06-2008,1750000.95,25-09-2015,17.640316,-120.211798,27.32,342,Port_10,Port_16,Port_43,Arctic,0.46,0.1,35.0,19,73,Hurricane,6.95,78.36,4.44,1.43,24.33,6,9.56,39.04,682262.92,Medium
VSL-1140,Estonia,Passenger,33,117846.0,Diesel,Japan,MSC,01-11-2004,True,POL-5140,163100.45,19,226815.83,Sinking,11-10-2001,812821.75,11-08-2003,73.476993,-162.672435,9.51,254,Port_4,Port_18,Port_27,Arctic,0.86,0.28,30.0,37,28,Stormy,9.11,30.89,27.62,0.51,13.71,14,9.79,12.0,137445.97,Medium
VSL-1141,Prestige,Oil Tanker,6,135543.06,Steam,China,MOL,05-08-2000,False,POL-5141,501186.21,19,326657.17,Hull Breach,27-02-2006,1303373.87,22-10-2001,42.0,-9.0,6.06,150,Port_48,Port_22,Port_1,Atlantic,0.1,0.1,0.0,5,20,Rainy,6.99,79.73,3.68,7.5,14.99,15,1.71,6.73,417847.42,High
